Percentage served,Time in ms
0,754.352
1,778.865
2,792.890
3,802.599
4,815.055
5,825.140
6,838.661
7,851.486
8,869.101
9,881.073
10,891.510
11,899.517
12,907.580
13,915.837
14,927.884
15,936.767
16,945.554
17,953.271
18,960.239
19,967.607
20,972.889
21,979.011
22,984.830
23,991.144
24,996.046
25,1000.702
26,1005.017
27,1009.338
28,1014.634
29,1021.203
30,1027.763
31,1033.080
32,1037.363
33,1040.959
34,1044.073
35,1047.031
36,1050.403
37,1053.012
38,1055.651
39,1057.430
40,1058.999
41,1060.903
42,1062.612
43,1064.577
44,1066.202
45,1068.080
46,1070.293
47,1072.009
48,1073.921
49,1076.368
50,1078.507
51,1080.580
52,1082.167
53,1083.980
54,1086.828
55,1089.138
56,1091.619
57,1093.515
58,1095.773
59,1098.229
60,1100.549
61,1102.950
62,1105.216
63,1107.552
64,1110.531
65,1113.644
66,1116.640
67,1120.083
68,1124.641
69,1129.333
70,1135.551
71,1143.071
72,1148.345
73,1153.097
74,1159.034
75,1165.481
76,1171.609
77,1174.997
78,1179.992
79,1184.847
80,1190.929
81,1197.274
82,1200.286
83,1203.278
84,1207.025
85,1210.368
86,1213.700
87,1217.584
88,1221.446
89,1226.988
90,1238.055
91,1244.795
92,1252.585
93,1256.125
94,1262.035
95,1272.907
96,1282.283
97,1292.855
98,1306.938
99,1324.760
