Percentage served,Time in ms
0,1102.531
1,1584.254
2,1615.552
3,1637.168
4,1658.445
5,1677.883
6,1688.881
7,1703.613
8,1712.632
9,1721.942
10,1728.827
11,1733.989
12,1738.252
13,1742.961
14,1748.519
15,1754.464
16,1760.379
17,1765.152
18,1771.056
19,1776.514
20,1783.237
21,1788.992
22,1794.353
23,1799.694
24,1803.631
25,1808.119
26,1812.778
27,1817.084
28,1820.919
29,1824.518
30,1827.848
31,1830.262
32,1832.777
33,1836.125
34,1839.267
35,1841.823
36,1845.150
37,1848.074
38,1850.615
39,1853.318
40,1856.046
41,1858.354
42,1860.647
43,1862.815
44,1865.150
45,1867.463
46,1870.005
47,1872.269
48,1874.376
49,1876.637
50,1878.984
51,1881.299
52,1883.453
53,1885.527
54,1887.849
55,1889.831
56,1891.517
57,1893.365
58,1894.996
59,1896.784
60,1898.631
61,1900.574
62,1902.481
63,1904.314
64,1906.495
65,1908.790
66,1911.031
67,1914.068
68,1916.536
69,1919.165
70,1922.272
71,1925.274
72,1928.604
73,1931.625
74,1935.039
75,1938.104
76,1940.515
77,1943.788
78,1947.581
79,1950.450
80,1954.076
81,1957.189
82,1961.397
83,1966.883
84,1971.670
85,1979.576
86,1986.114
87,1991.246
88,1995.395
89,1998.874
90,2002.808
91,2007.015
92,2013.545
93,2021.355
94,2027.429
95,2037.652
96,2053.596
97,2077.832
98,2131.780
99,2471.456
