Percentage served,Time in ms
0,1234.763
1,1489.280
2,1655.798
3,1736.945
4,1805.752
5,1889.477
6,1942.844
7,1981.494
8,2014.296
9,2038.426
10,2057.786
11,2068.983
12,2077.567
13,2087.970
14,2098.510
15,2109.502
16,2117.290
17,2125.328
18,2130.908
19,2138.018
20,2146.244
21,2156.131
22,2162.229
23,2168.040
24,2174.470
25,2179.614
26,2183.549
27,2189.644
28,2195.593
29,2202.671
30,2208.734
31,2214.645
32,2221.959
33,2229.019
34,2234.672
35,2240.259
36,2245.060
37,2249.058
38,2254.484
39,2259.906
40,2266.534
41,2271.811
42,2277.451
43,2282.168
44,2287.034
45,2292.313
46,2297.079
47,2301.058
48,2305.257
49,2309.075
50,2312.627
51,2316.357
52,2320.053
53,2324.718
54,2329.737
55,2334.751
56,2340.041
57,2345.583
58,2350.055
59,2353.392
60,2358.171
61,2362.955
62,2368.418
63,2373.695
64,2378.137
65,2382.261
66,2387.253
67,2392.343
68,2398.657
69,2405.236
70,2411.481
71,2416.129
72,2421.283
73,2427.284
74,2434.542
75,2440.129
76,2447.095
77,2452.805
78,2458.746
79,2466.571
80,2478.050
81,2486.961
82,2495.402
83,2507.471
84,2517.359
85,2533.804
86,2559.021
87,2578.308
88,2602.733
89,2614.254
90,2642.862
91,2691.537
92,2731.203
93,2770.997
94,2816.666
95,2865.686
96,2889.305
97,2913.562
98,3363.012
99,3530.555
