Percentage served,Time in ms
0,33.995
1,76.053
2,125.032
3,174.538
4,222.396
5,226.959
6,228.120
7,228.625
8,229.065
9,229.439
10,229.668
11,229.898
12,230.230
13,230.468
14,230.769
15,231.150
16,231.321
17,231.421
18,231.624
19,231.833
20,232.072
21,232.248
22,232.488
23,232.696
24,232.833
25,233.092
26,233.227
27,233.359
28,233.441
29,233.513
30,233.697
31,233.793
32,233.902
33,233.964
34,234.045
35,234.155
36,234.249
37,234.350
38,234.480
39,234.623
40,234.719
41,234.836
42,235.028
43,235.156
44,235.254
45,235.388
46,235.636
47,235.809
48,236.019
49,236.210
50,236.327
51,236.462
52,236.581
53,236.705
54,236.860
55,236.992
56,237.120
57,237.295
58,237.477
59,237.587
60,237.761
61,237.910
62,238.086
63,238.263
64,238.439
65,238.565
66,238.725
67,238.870
68,239.037
69,239.177
70,239.299
71,239.420
72,239.632
73,239.770
74,239.917
75,240.076
76,240.286
77,240.442
78,240.603
79,240.803
80,241.096
81,241.355
82,241.604
83,241.802
84,242.045
85,242.218
86,242.392
87,242.650
88,242.895
89,243.103
90,243.353
91,243.561
92,243.809
93,244.132
94,244.439
95,244.874
96,245.374
97,246.028
98,247.048
99,248.892
