Percentage served,Time in ms
0,19.029
1,58.617
2,80.849
3,131.073
4,159.938
5,178.978
6,205.643
7,223.229
8,237.800
9,250.226
10,263.478
11,276.144
12,285.619
13,292.093
14,301.666
15,310.710
16,317.664
17,323.630
18,327.987
19,333.806
20,337.904
21,341.571
22,345.834
23,350.004
24,354.001
25,357.267
26,359.826
27,363.919
28,367.633
29,370.883
30,373.405
31,374.796
32,377.291
33,380.225
34,382.266
35,384.568
36,386.721
37,389.520
38,391.404
39,394.697
40,397.562
41,399.704
42,401.895
43,404.941
44,407.323
45,409.346
46,410.924
47,413.296
48,414.918
49,416.532
50,418.507
51,420.503
52,421.963
53,424.218
54,426.426
55,427.975
56,430.469
57,432.514
58,434.144
59,435.193
60,436.905
61,438.885
62,441.217
63,442.605
64,444.285
65,445.750
66,447.425
67,449.292
68,450.910
69,452.911
70,454.235
71,457.304
72,459.482
73,462.658
74,465.385
75,467.868
76,470.375
77,472.056
78,475.133
79,478.613
80,481.898
81,484.339
82,487.270
83,490.322
84,493.053
85,495.115
86,500.079
87,505.040
88,509.478
89,513.686
90,519.507
91,526.189
92,530.587
93,536.488
94,542.796
95,550.551
96,563.695
97,576.369
98,594.472
99,625.613
