Percentage served,Time in ms
0,282.260
1,624.422
2,1050.335
3,1468.864
4,1797.175
5,1834.010
6,1849.853
7,1858.784
8,1865.921
9,1871.781
10,1877.104
11,1880.579
12,1884.891
13,1888.735
14,1892.650
15,1895.619
16,1898.371
17,1901.049
18,1904.297
19,1906.491
20,1908.672
21,1910.730
22,1912.825
23,1915.072
24,1917.111
25,1919.412
26,1921.716
27,1923.924
28,1926.021
29,1927.846
30,1929.408
31,1931.024
32,1932.720
33,1934.474
34,1936.142
35,1937.798
36,1939.092
37,1940.657
38,1941.970
39,1943.624
40,1944.857
41,1946.344
42,1947.954
43,1949.502
44,1950.874
45,1952.230
46,1953.557
47,1955.102
48,1956.380
49,1957.964
50,1959.570
51,1960.881
52,1962.606
53,1964.085
54,1965.385
55,1966.824
56,1968.271
57,1969.413
58,1970.982
59,1972.224
60,1973.651
61,1975.131
62,1976.682
63,1978.328
64,1980.060
65,1982.077
66,1983.624
67,1985.085
68,1987.014
69,1988.580
70,1990.571
71,1992.225
72,1994.153
73,1995.829
74,1998.255
75,1999.969
76,2002.004
77,2004.307
78,2006.461
79,2008.551
80,2011.032
81,2013.817
82,2016.152
83,2019.217
84,2021.980
85,2024.756
86,2029.357
87,2033.183
88,2037.749
89,2042.537
90,2047.447
91,2054.852
92,2062.790
93,2072.584
94,2082.297
95,2098.866
96,2117.883
97,2145.711
98,2182.098
99,2265.403
