Percentage served,Time in ms
0,31.134
1,59.458
2,78.877
3,99.092
4,121.407
5,136.831
6,172.460
7,187.612
8,207.929
9,227.925
10,241.597
11,254.467
12,265.917
13,282.267
14,292.571
15,299.986
16,303.709
17,309.243
18,315.126
19,320.821
20,326.523
21,330.835
22,335.750
23,340.889
24,344.952
25,347.843
26,353.402
27,356.460
28,358.854
29,363.716
30,365.552
31,369.026
32,371.464
33,374.239
34,377.479
35,380.724
36,383.605
37,385.320
38,387.650
39,389.348
40,392.390
41,395.047
42,397.150
43,399.608
44,401.119
45,402.930
46,405.273
47,407.808
48,410.187
49,412.766
50,414.926
51,417.146
52,419.638
53,422.020
54,423.729
55,425.370
56,427.466
57,429.441
58,431.273
59,433.290
60,434.922
61,437.558
62,439.380
63,440.925
64,442.779
65,445.567
66,447.906
67,449.888
68,451.852
69,454.387
70,457.069
71,460.216
72,462.475
73,464.485
74,466.829
75,469.688
76,473.482
77,477.737
78,482.050
79,485.745
80,488.357
81,492.523
82,496.436
83,499.394
84,503.308
85,506.554
86,511.454
87,516.544
88,520.050
89,524.474
90,528.951
91,534.103
92,541.751
93,547.656
94,555.138
95,564.309
96,578.080
97,594.595
98,613.761
99,659.297
