Percentage served,Time in ms
0,217.695
1,575.635
2,981.602
3,1447.606
4,1771.421
5,1830.124
6,1847.796
7,1856.459
8,1863.395
9,1870.184
10,1875.072
11,1879.551
12,1883.719
13,1887.010
14,1890.709
15,1893.987
16,1896.919
17,1899.854
18,1902.171
19,1904.456
20,1906.746
21,1909.092
22,1911.195
23,1913.509
24,1915.253
25,1917.123
26,1919.117
27,1920.855
28,1922.931
29,1924.681
30,1926.395
31,1928.213
32,1929.813
33,1931.578
34,1933.094
35,1934.658
36,1936.491
37,1938.210
38,1939.794
39,1941.328
40,1942.880
41,1944.519
42,1946.188
43,1947.538
44,1948.945
45,1950.335
46,1951.523
47,1952.977
48,1954.448
49,1955.757
50,1957.396
51,1958.841
52,1960.469
53,1961.814
54,1963.325
55,1964.589
56,1966.241
57,1967.793
58,1969.380
59,1970.748
60,1972.153
61,1973.629
62,1975.346
63,1977.016
64,1978.727
65,1980.470
66,1982.329
67,1983.920
68,1985.830
69,1988.202
70,1989.975
71,1991.749
72,1993.850
73,1996.094
74,1998.428
75,2000.746
76,2003.164
77,2005.603
78,2008.151
79,2010.769
80,2013.881
81,2017.140
82,2020.647
83,2023.540
84,2027.410
85,2030.882
86,2034.771
87,2038.459
88,2043.924
89,2050.451
90,2058.395
91,2067.461
92,2077.983
93,2092.333
94,2109.686
95,2137.650
96,2167.056
97,2196.884
98,2228.717
99,2284.177
