Percentage served,Time in ms
0,305.035
1,461.830
2,525.096
3,576.951
4,675.497
5,842.796
6,991.448
7,1087.846
8,1129.730
9,1135.873
10,1141.029
11,1143.569
12,1144.719
13,1145.567
14,1146.252
15,1146.781
16,1147.215
17,1147.570
18,1147.892
19,1148.161
20,1148.430
21,1148.671
22,1148.859
23,1149.046
24,1149.234
25,1149.393
26,1149.602
27,1149.750
28,1149.910
29,1150.073
30,1150.232
31,1150.354
32,1150.485
33,1150.623
34,1150.738
35,1150.873
36,1151.023
37,1151.140
38,1151.277
39,1151.393
40,1151.541
41,1151.673
42,1151.817
43,1151.956
44,1152.103
45,1152.211
46,1152.335
47,1152.485
48,1152.626
49,1152.766
50,1152.906
51,1153.046
52,1153.204
53,1153.375
54,1153.497
55,1153.650
56,1153.798
57,1153.958
58,1154.090
59,1154.259
60,1154.418
61,1154.594
62,1154.765
63,1154.975
64,1155.228
65,1155.481
66,1155.704
67,1155.954
68,1156.315
69,1156.667
70,1157.059
71,1157.449
72,1157.915
73,1158.485
74,1159.077
75,1159.851
76,1160.570
77,1161.177
78,1161.827
79,1162.406
80,1162.946
81,1163.558
82,1164.139
83,1164.611
84,1165.196
85,1165.848
86,1166.406
87,1167.018
88,1167.652
89,1168.394
90,1169.153
91,1170.081
92,1170.884
93,1172.115
94,1174.422
95,1179.084
96,1184.412
97,1434.719
98,1525.866
99,1559.815
