Percentage served,Time in ms
0,12.374
1,85.879
2,107.617
3,164.416
4,187.354
5,196.617
6,217.056
7,232.238
8,248.673
9,261.753
10,270.912
11,278.304
12,287.983
13,295.915
14,303.716
15,312.747
16,318.766
17,323.668
18,331.032
19,336.272
20,341.477
21,345.639
22,349.688
23,352.303
24,355.502
25,358.654
26,361.658
27,364.709
28,366.746
29,368.349
30,370.794
31,373.152
32,374.979
33,377.333
34,380.144
35,381.187
36,382.974
37,385.329
38,386.912
39,388.655
40,391.587
41,393.173
42,395.638
43,397.206
44,399.042
45,401.405
46,403.887
47,405.716
48,407.084
49,409.136
50,411.138
51,412.523
52,414.651
53,416.573
54,418.376
55,420.095
56,421.666
57,423.912
58,425.580
59,426.966
60,429.024
61,431.486
62,434.117
63,436.278
64,438.376
65,441.241
66,443.514
67,445.302
68,448.280
69,451.440
70,453.697
71,456.308
72,458.868
73,462.849
74,464.876
75,466.488
76,469.366
77,471.554
78,474.776
79,476.741
80,481.515
81,485.009
82,487.340
83,489.716
84,493.738
85,496.587
86,499.585
87,504.578
88,508.660
89,511.454
90,514.673
91,519.284
92,523.452
93,529.891
94,535.687
95,543.484
96,551.936
97,562.672
98,582.095
99,614.141
