Percentage served,Time in ms
0,454.505
1,594.378
2,824.209
3,1076.406
4,1193.469
5,1196.491
6,1198.477
7,1199.504
8,1200.442
9,1201.114
10,1201.768
11,1202.330
12,1202.751
13,1203.205
14,1203.602
15,1203.919
16,1204.230
17,1204.553
18,1204.814
19,1205.090
20,1205.413
21,1205.661
22,1205.993
23,1206.269
24,1206.567
25,1206.874
26,1207.161
27,1207.461
28,1207.753
29,1207.996
30,1208.249
31,1208.481
32,1208.752
33,1208.982
34,1209.276
35,1209.553
36,1209.859
37,1210.165
38,1210.517
39,1210.861
40,1211.258
41,1211.684
42,1212.084
43,1212.572
44,1213.072
45,1213.705
46,1214.407
47,1215.073
48,1215.740
49,1216.405
50,1217.113
51,1217.838
52,1218.485
53,1219.287
54,1220.215
55,1221.280
56,1222.407
57,1223.596
58,1224.840
59,1226.009
60,1227.692
61,1229.677
62,1256.375
63,1405.084
64,1410.123
65,1414.480
66,1423.144
67,1614.902
68,1623.051
69,1857.959
70,2045.044
71,2188.086
72,2200.921
73,2203.682
74,2205.554
75,2207.507
76,2209.276
77,2211.287
78,2214.417
79,2218.334
80,2225.422
81,2403.659
82,2411.371
83,2421.851
84,2617.113
85,2635.346
86,2889.549
87,3028.792
88,3070.165
89,3223.227
90,3527.760
91,4130.493
92,4209.707
93,4216.235
94,4236.223
95,4430.161
96,5039.708
97,8209.322
98,8415.166
99,11551.177
