Percentage served,Time in ms
0,264.103
1,1014.884
2,1893.309
3,2408.598
4,2460.460
5,2480.418
6,2492.051
7,2500.219
8,2506.332
9,2511.470
10,2516.013
11,2519.532
12,2523.241
13,2526.915
14,2529.807
15,2532.651
16,2535.255
17,2537.902
18,2540.465
19,2542.709
20,2545.002
21,2546.984
22,2549.163
23,2551.140
24,2553.206
25,2555.241
26,2556.928
27,2558.581
28,2560.181
29,2562.039
30,2563.591
31,2565.134
32,2566.815
33,2568.215
34,2569.895
35,2571.492
36,2572.804
37,2574.331
38,2575.834
39,2577.314
40,2578.739
41,2580.305
42,2581.654
43,2583.053
44,2584.304
45,2585.704
46,2586.981
47,2588.144
48,2589.521
49,2590.854
50,2592.167
51,2593.571
52,2594.876
53,2596.075
54,2597.321
55,2598.626
56,2599.993
57,2601.441
58,2602.805
59,2604.314
60,2605.704
61,2607.189
62,2608.663
63,2610.260
64,2611.792
65,2613.181
66,2614.732
67,2616.299
68,2617.821
69,2619.348
70,2620.987
71,2622.558
72,2624.291
73,2626.163
74,2627.929
75,2629.725
76,2631.681
77,2633.647
78,2635.720
79,2637.699
80,2639.922
81,2642.342
82,2645.146
83,2647.764
84,2650.574
85,2653.459
86,2656.781
87,2660.602
88,2664.870
89,2669.487
90,2675.263
91,2682.174
92,2689.709
93,2700.064
94,2718.604
95,2745.422
96,2793.405
97,3007.707
98,3596.774
99,5609.159
