Percentage served,Time in ms
0,749.112
1,751.342
2,751.982
3,752.217
4,752.491
5,752.815
6,753.155
7,753.466
8,753.680
9,753.890
10,754.107
11,754.329
12,754.457
13,754.642
14,754.812
15,754.979
16,755.121
17,755.309
18,755.469
19,755.696
20,755.849
21,756.043
22,756.279
23,756.405
24,756.608
25,756.711
26,756.935
27,757.102
28,757.337
29,757.444
30,757.619
31,757.746
32,757.879
33,758.031
34,758.234
35,758.459
36,758.594
37,758.814
38,758.997
39,759.203
40,759.362
41,759.562
42,759.740
43,759.957
44,760.111
45,760.317
46,760.474
47,760.604
48,760.833
49,761.062
50,761.362
51,761.667
52,761.977
53,762.273
54,762.636
55,762.908
56,763.180
57,763.475
58,764.097
59,764.447
60,764.800
61,765.244
62,765.854
63,766.468
64,767.226
65,767.640
66,768.092
67,768.617
68,769.149
69,769.677
70,770.209
71,770.717
72,771.328
73,771.897
74,772.534
75,773.098
76,773.648
77,774.024
78,774.478
79,774.971
80,775.503
81,776.077
82,776.596
83,777.134
84,777.580
85,778.136
86,778.739
87,779.741
88,780.625
89,782.151
90,782.927
91,784.047
92,785.133
93,786.594
94,789.271
95,794.599
96,799.473
97,806.646
98,825.883
99,850.518
