Percentage served,Time in ms
0,280.492
1,1005.989
2,1801.765
3,2363.974
4,2424.356
5,2450.583
6,2466.451
7,2476.610
8,2486.614
9,2493.858
10,2499.955
11,2504.558
12,2509.207
13,2513.119
14,2517.125
15,2520.716
16,2524.089
17,2527.528
18,2530.185
19,2532.496
20,2535.374
21,2537.718
22,2540.120
23,2542.744
24,2544.618
25,2546.677
26,2548.745
27,2550.671
28,2552.763
29,2554.735
30,2556.815
31,2558.695
32,2560.494
33,2562.271
34,2563.780
35,2565.482
36,2567.003
37,2568.503
38,2570.070
39,2571.763
40,2573.419
41,2574.962
42,2576.414
43,2577.718
44,2579.066
45,2580.591
46,2582.122
47,2583.484
48,2585.037
49,2586.464
50,2588.134
51,2589.767
52,2591.332
53,2592.882
54,2594.351
55,2595.726
56,2597.435
57,2599.161
58,2600.687
59,2602.215
60,2603.876
61,2605.403
62,2606.971
63,2608.631
64,2610.374
65,2612.024
66,2613.842
67,2615.495
68,2617.448
69,2619.420
70,2621.243
71,2623.469
72,2625.610
73,2627.911
74,2630.101
75,2632.546
76,2634.840
77,2637.230
78,2639.976
79,2642.863
80,2645.478
81,2648.657
82,2651.803
83,2655.514
84,2659.286
85,2663.341
86,2667.585
87,2672.548
88,2679.134
89,2685.921
90,2695.802
91,2706.978
92,2723.300
93,2750.461
94,2792.493
95,2931.326
96,3502.134
97,3661.444
98,6597.180
99,69046.147
