Percentage served,Time in ms
0,302.295
1,990.401
2,1853.710
3,2372.242
4,2435.784
5,2460.706
6,2474.645
7,2484.745
8,2493.679
9,2500.031
10,2505.485
11,2510.565
12,2514.649
13,2518.469
14,2521.760
15,2525.005
16,2528.162
17,2531.121
18,2533.713
19,2536.256
20,2538.662
21,2540.915
22,2543.204
23,2545.203
24,2547.271
25,2549.027
26,2551.050
27,2552.777
28,2554.514
29,2556.106
30,2557.905
31,2559.678
32,2561.306
33,2563.001
34,2564.528
35,2565.976
36,2567.652
37,2569.058
38,2570.497
39,2571.935
40,2573.581
41,2575.221
42,2576.474
43,2577.769
44,2579.278
45,2580.673
46,2582.207
47,2583.632
48,2584.806
49,2586.167
50,2587.651
51,2588.859
52,2590.126
53,2591.560
54,2592.800
55,2594.364
56,2595.819
57,2597.133
58,2598.538
59,2599.979
60,2601.292
61,2602.709
62,2604.141
63,2605.448
64,2606.913
65,2608.349
66,2609.885
67,2611.653
68,2613.103
69,2614.704
70,2616.156
71,2617.710
72,2619.271
73,2621.210
74,2623.130
75,2624.878
76,2626.958
77,2629.115
78,2631.098
79,2633.393
80,2635.629
81,2637.832
82,2640.105
83,2642.751
84,2645.541
85,2648.377
86,2651.822
87,2655.464
88,2659.195
89,2663.410
90,2668.348
91,2673.568
92,2680.655
93,2688.989
94,2699.214
95,2715.604
96,2740.673
97,2789.614
98,3167.479
99,4244.026
