Percentage served,Time in ms
0,113.462
1,125.933
2,132.031
3,147.526
4,174.293
5,189.558
6,204.560
7,220.425
8,223.289
9,224.190
10,224.882
11,225.356
12,225.703
13,226.013
14,226.315
15,226.627
16,226.818
17,227.003
18,227.175
19,227.288
20,227.447
21,227.571
22,227.718
23,227.874
24,228.019
25,228.140
26,228.273
27,228.460
28,228.568
29,228.705
30,228.826
31,228.926
32,229.049
33,229.192
34,229.287
35,229.432
36,229.562
37,229.659
38,229.777
39,229.874
40,229.954
41,230.055
42,230.120
43,230.246
44,230.373
45,230.443
46,230.501
47,230.598
48,230.695
49,230.802
50,230.885
51,231.002
52,231.096
53,231.167
54,231.270
55,231.370
56,231.485
57,231.570
58,231.670
59,231.806
60,231.910
61,232.043
62,232.238
63,232.335
64,232.459
65,232.567
66,232.673
67,232.808
68,232.926
69,233.054
70,233.217
71,233.379
72,233.518
73,233.657
74,233.819
75,233.946
76,234.117
77,234.252
78,234.403
79,234.584
80,234.821
81,235.016
82,235.251
83,235.537
84,235.773
85,236.087
86,236.309
87,236.506
88,236.719
89,237.014
90,237.404
91,237.895
92,238.278
93,238.805
94,239.774
95,240.612
96,241.679
97,250.927
98,270.931
99,288.175
