Percentage served,Time in ms
0,295.571
1,1019.020
2,1822.930
3,2389.679
4,2451.307
5,2474.533
6,2486.526
7,2495.457
8,2502.378
9,2508.060
10,2512.820
11,2517.007
12,2520.900
13,2524.103
14,2527.052
15,2529.857
16,2532.280
17,2534.937
18,2537.400
19,2539.549
20,2541.743
21,2543.760
22,2545.960
23,2547.922
24,2549.576
25,2551.541
26,2553.077
27,2554.768
28,2556.254
29,2557.988
30,2559.566
31,2561.090
32,2562.601
33,2564.255
34,2565.537
35,2567.060
36,2568.416
37,2569.736
38,2571.018
39,2572.549
40,2573.888
41,2575.294
42,2576.574
43,2577.820
44,2578.914
45,2580.120
46,2581.323
47,2582.682
48,2583.970
49,2585.367
50,2586.767
51,2588.048
52,2589.402
53,2590.892
54,2592.060
55,2593.356
56,2594.654
57,2595.975
58,2597.214
59,2598.572
60,2599.914
61,2601.066
62,2602.315
63,2603.634
64,2605.188
65,2606.538
66,2608.050
67,2609.618
68,2611.139
69,2612.559
70,2614.028
71,2615.763
72,2617.254
73,2619.133
74,2620.828
75,2622.615
76,2624.395
77,2626.211
78,2628.403
79,2630.888
80,2632.962
81,2635.015
82,2637.254
83,2639.716
84,2642.196
85,2645.238
86,2648.384
87,2651.677
88,2655.219
89,2659.384
90,2663.727
91,2669.913
92,2676.636
93,2685.922
94,2697.822
95,2715.436
96,2744.171
97,2805.943
98,3415.283
99,3823.430
