Percentage served,Time in ms
0,579.727
1,835.594
2,1072.222
3,1192.512
4,1199.128
5,1200.796
6,1201.728
7,1202.528
8,1203.130
9,1203.561
10,1203.933
11,1204.291
12,1204.641
13,1204.977
14,1205.295
15,1205.608
16,1205.879
17,1206.140
18,1206.415
19,1206.659
20,1206.881
21,1207.092
22,1207.290
23,1207.504
24,1207.715
25,1207.923
26,1208.152
27,1208.359
28,1208.620
29,1208.822
30,1209.055
31,1209.307
32,1209.516
33,1209.753
34,1210.011
35,1210.264
36,1210.487
37,1210.749
38,1211.045
39,1211.376
40,1211.663
41,1211.977
42,1212.347
43,1212.754
44,1213.126
45,1213.619
46,1214.051
47,1214.548
48,1215.046
49,1215.644
50,1216.345
51,1217.286
52,1218.463
53,1219.675
54,1221.387
55,1223.119
56,1225.095
57,1226.704
58,1228.125
59,1229.890
60,1231.704
61,1238.459
62,1407.091
63,1411.177
64,1414.776
65,1420.494
66,1609.008
67,1621.670
68,1644.049
69,1903.312
70,2046.683
71,2202.989
72,2205.137
73,2206.765
74,2208.335
75,2209.919
76,2211.705
77,2214.262
78,2219.265
79,2229.283
80,2407.049
81,2412.571
82,2422.625
83,2521.283
84,2615.579
85,2624.623
86,2717.322
87,2867.692
88,3033.760
89,3084.351
90,3337.674
91,4207.803
92,4213.123
93,4222.877
94,4415.198
95,4621.732
96,5225.337
97,8218.871
98,8426.714
99,14367.248
