Percentage served,Time in ms
0,760.451
1,828.032
2,847.046
3,857.079
4,866.670
5,875.944
6,886.469
7,897.865
8,908.739
9,919.131
10,927.416
11,933.743
12,940.395
13,945.129
14,952.712
15,958.504
16,963.240
17,967.739
18,971.583
19,974.476
20,977.393
21,979.588
22,981.781
23,983.926
24,986.892
25,989.516
26,991.847
27,994.798
28,997.365
29,1000.020
30,1003.072
31,1005.967
32,1009.339
33,1012.260
34,1015.878
35,1019.315
36,1022.166
37,1024.522
38,1027.179
39,1029.896
40,1033.591
41,1037.120
42,1040.967
43,1045.328
44,1048.267
45,1050.939
46,1054.605
47,1057.419
48,1060.684
49,1063.424
50,1066.533
51,1069.438
52,1073.124
53,1076.275
54,1079.453
55,1082.027
56,1085.013
57,1088.736
58,1092.521
59,1095.241
60,1098.626
61,1101.350
62,1104.836
63,1107.220
64,1109.279
65,1111.154
66,1113.064
67,1115.303
68,1119.009
69,1122.668
70,1126.806
71,1129.769
72,1132.697
73,1135.090
74,1137.553
75,1140.011
76,1142.452
77,1145.218
78,1148.494
79,1151.457
80,1155.951
81,1161.638
82,1169.324
83,1175.879
84,1179.943
85,1184.320
86,1189.123
87,1197.763
88,1204.549
89,1210.932
90,1216.172
91,1223.974
92,1232.223
93,1237.262
94,1240.857
95,1251.457
96,1263.880
97,1270.896
98,1278.330
99,1292.851
