Percentage served,Time in ms
0,287.529
1,429.092
2,529.022
3,589.419
4,669.531
5,804.814
6,961.763
7,1085.796
8,1126.293
9,1131.193
10,1134.039
11,1136.481
12,1138.698
13,1140.107
14,1140.941
15,1141.571
16,1142.027
17,1142.395
18,1142.739
19,1143.034
20,1143.281
21,1143.512
22,1143.737
23,1143.947
24,1144.135
25,1144.326
26,1144.499
27,1144.667
28,1144.802
29,1144.947
30,1145.095
31,1145.254
32,1145.376
33,1145.496
34,1145.611
35,1145.751
36,1145.888
37,1146.020
38,1146.138
39,1146.267
40,1146.397
41,1146.538
42,1146.663
43,1146.786
44,1146.913
45,1147.041
46,1147.164
47,1147.292
48,1147.427
49,1147.574
50,1147.712
51,1147.858
52,1148.006
53,1148.137
54,1148.292
55,1148.455
56,1148.620
57,1148.766
58,1148.935
59,1149.081
60,1149.247
61,1149.463
62,1149.664
63,1149.854
64,1150.021
65,1150.206
66,1150.418
67,1150.642
68,1150.891
69,1151.121
70,1151.441
71,1151.813
72,1152.196
73,1152.706
74,1153.304
75,1154.246
76,1155.348
77,1157.163
78,1158.270
79,1159.361
80,1160.016
81,1160.567
82,1161.045
83,1161.608
84,1162.194
85,1162.680
86,1163.181
87,1163.675
88,1164.279
89,1164.977
90,1165.925
91,1167.449
92,1171.051
93,1173.435
94,1174.841
95,1176.555
96,1179.830
97,1495.893
98,1539.886
99,1563.710
