Percentage served,Time in ms
0,275.924
1,388.944
2,541.788
3,583.835
4,654.519
5,787.811
6,954.495
7,1092.939
8,1115.337
9,1123.874
10,1127.960
11,1131.466
12,1134.836
13,1136.822
14,1137.870
15,1138.541
16,1139.069
17,1139.418
18,1139.781
19,1140.085
20,1140.328
21,1140.597
22,1140.866
23,1141.092
24,1141.255
25,1141.425
26,1141.643
27,1141.793
28,1141.944
29,1142.077
30,1142.225
31,1142.376
32,1142.515
33,1142.646
34,1142.766
35,1142.907
36,1143.038
37,1143.182
38,1143.300
39,1143.435
40,1143.621
41,1143.754
42,1143.890
43,1144.037
44,1144.193
45,1144.376
46,1144.534
47,1144.691
48,1144.842
49,1145.022
50,1145.185
51,1145.354
52,1145.493
53,1145.678
54,1145.844
55,1146.019
56,1146.186
57,1146.359
58,1146.548
59,1146.727
60,1146.945
61,1147.172
62,1147.420
63,1147.681
64,1147.941
65,1148.239
66,1148.611
67,1149.009
68,1149.415
69,1149.734
70,1150.350
71,1151.238
72,1152.472
73,1153.306
74,1154.105
75,1155.003
76,1155.753
77,1156.388
78,1156.923
79,1157.462
80,1158.004
81,1158.589
82,1159.072
83,1159.605
84,1160.203
85,1160.635
86,1161.201
87,1161.813
88,1162.581
89,1163.360
90,1164.392
91,1165.989
92,1168.501
93,1173.370
94,1183.689
95,1186.539
96,1190.317
97,1518.680
98,1543.268
99,1578.012
