Percentage served,Time in ms
0,33.875
1,73.666
2,126.793
3,173.638
4,224.270
5,226.137
6,227.505
7,227.828
8,228.161
9,228.524
10,228.749
11,229.039
12,229.235
13,229.438
14,229.711
15,229.870
16,230.051
17,230.233
18,230.443
19,230.597
20,230.752
21,230.880
22,231.096
23,231.205
24,231.380
25,231.494
26,231.609
27,231.667
28,231.745
29,231.847
30,231.956
31,232.099
32,232.208
33,232.294
34,232.408
35,232.498
36,232.599
37,232.719
38,232.796
39,232.904
40,232.980
41,233.049
42,233.145
43,233.269
44,233.390
45,233.491
46,233.566
47,233.665
48,233.798
49,233.892
50,234.006
51,234.184
52,234.315
53,234.400
54,234.510
55,234.635
56,234.713
57,234.799
58,234.962
59,235.049
60,235.170
61,235.286
62,235.390
63,235.491
64,235.632
65,235.802
66,235.922
67,236.073
68,236.192
69,236.317
70,236.451
71,236.600
72,236.727
73,236.861
74,237.027
75,237.213
76,237.414
77,237.561
78,237.746
79,237.956
80,238.189
81,238.420
82,238.575
83,238.796
84,238.990
85,239.213
86,239.355
87,239.598
88,240.027
89,240.497
90,241.014
91,241.620
92,241.993
93,242.665
94,244.040
95,247.495
96,249.770
97,251.661
98,253.089
99,254.932
