Percentage served,Time in ms
0,282.228
1,1009.479
2,1838.357
3,2405.192
4,2456.143
5,2471.801
6,2483.959
7,2491.631
8,2498.055
9,2502.887
10,2507.717
11,2511.966
12,2516.081
13,2519.556
14,2523.348
15,2526.835
16,2529.978
17,2532.613
18,2535.519
19,2537.885
20,2540.294
21,2542.967
22,2545.532
23,2547.687
24,2549.790
25,2551.804
26,2553.873
27,2555.908
28,2557.899
29,2559.882
30,2561.793
31,2563.726
32,2565.487
33,2567.233
34,2568.852
35,2570.484
36,2572.022
37,2573.532
38,2575.139
39,2576.593
40,2578.177
41,2579.824
42,2581.383
43,2582.986
44,2584.413
45,2585.969
46,2587.445
47,2588.872
48,2590.445
49,2591.808
50,2593.251
51,2594.632
52,2595.916
53,2597.380
54,2599.024
55,2600.449
56,2601.736
57,2603.333
58,2604.709
59,2606.099
60,2607.562
61,2609.079
62,2610.543
63,2611.883
64,2613.334
65,2614.716
66,2616.349
67,2617.907
68,2619.500
69,2621.140
70,2622.962
71,2624.478
72,2626.246
73,2628.026
74,2629.745
75,2631.801
76,2633.720
77,2635.757
78,2637.844
79,2639.977
80,2642.348
81,2644.977
82,2647.473
83,2649.979
84,2653.089
85,2656.043
86,2659.585
87,2664.153
88,2668.458
89,2673.639
90,2679.791
91,2686.741
92,2695.519
93,2705.091
94,2719.989
95,2743.530
96,2789.685
97,2949.475
98,3569.189
99,4325.599
