Percentage served,Time in ms
0,378.846
1,544.106
2,837.860
3,1092.091
4,1195.054
5,1197.272
6,1198.990
7,1200.128
8,1201.286
9,1202.055
10,1202.723
11,1203.202
12,1203.604
13,1204.009
14,1204.358
15,1204.678
16,1204.970
17,1205.268
18,1205.547
19,1205.815
20,1206.097
21,1206.347
22,1206.635
23,1206.916
24,1207.195
25,1207.475
26,1207.721
27,1207.959
28,1208.238
29,1208.531
30,1208.812
31,1209.085
32,1209.422
33,1209.817
34,1210.161
35,1210.569
36,1210.962
37,1211.493
38,1211.984
39,1212.524
40,1213.220
41,1214.031
42,1214.931
43,1215.794
44,1216.776
45,1217.689
46,1218.467
47,1219.301
48,1220.071
49,1220.838
50,1221.562
51,1222.328
52,1223.042
53,1223.824
54,1224.724
55,1225.881
56,1227.454
57,1231.656
58,1249.897
59,1252.837
60,1256.160
61,1278.881
62,1408.729
63,1412.784
64,1420.852
65,1454.471
66,1619.066
67,1631.080
68,2032.577
69,2140.166
70,2200.267
71,2203.779
72,2205.858
73,2207.735
74,2209.873
75,2213.138
76,2217.440
77,2222.315
78,2231.846
79,2275.196
80,2408.574
81,2414.249
82,2425.914
83,2616.867
84,2634.456
85,2956.613
86,3028.984
87,3058.444
88,3220.367
89,3369.483
90,3868.763
91,4208.144
92,4214.354
93,4229.980
94,4415.524
95,4623.589
96,5072.791
97,8214.682
98,8423.671
99,15538.489
