Percentage served,Time in ms
0,287.877
1,446.536
2,542.879
3,579.491
4,669.598
5,830.168
6,990.951
7,1070.371
8,1125.156
9,1134.632
10,1139.427
11,1147.226
12,1157.995
13,1159.359
14,1160.267
15,1160.801
16,1161.279
17,1161.633
18,1161.943
19,1162.190
20,1162.472
21,1162.708
22,1162.918
23,1163.099
24,1163.287
25,1163.457
26,1163.624
27,1163.792
28,1163.984
29,1164.142
30,1164.313
31,1164.461
32,1164.651
33,1164.822
34,1164.996
35,1165.180
36,1165.325
37,1165.483
38,1165.653
39,1165.818
40,1165.969
41,1166.131
42,1166.286
43,1166.442
44,1166.581
45,1166.744
46,1166.900
47,1167.064
48,1167.221
49,1167.377
50,1167.520
51,1167.671
52,1167.832
53,1167.987
54,1168.144
55,1168.320
56,1168.510
57,1168.691
58,1168.872
59,1169.052
60,1169.278
61,1169.478
62,1169.693
63,1169.890
64,1170.147
65,1170.407
66,1170.685
67,1170.995
68,1171.276
69,1171.567
70,1171.867
71,1172.240
72,1172.623
73,1173.036
74,1173.427
75,1173.881
76,1174.342
77,1174.812
78,1175.170
79,1175.675
80,1176.179
81,1176.656
82,1177.249
83,1177.913
84,1178.540
85,1179.181
86,1179.674
87,1180.306
88,1180.984
89,1181.687
90,1182.468
91,1183.037
92,1183.646
93,1184.379
94,1185.271
95,1186.427
96,1188.532
97,1466.658
98,1519.925
99,1543.369
