Percentage served,Time in ms
0,74.597
1,642.574
2,1010.017
3,1437.079
4,1801.815
5,1852.253
6,1870.695
7,1881.342
8,1888.598
9,1895.385
10,1901.416
11,1906.421
12,1910.589
13,1914.704
14,1918.330
15,1921.704
16,1924.975
17,1928.189
18,1931.397
19,1933.699
20,1936.140
21,1938.700
22,1940.869
23,1942.924
24,1944.677
25,1946.795
26,1949.093
27,1950.937
28,1953.013
29,1954.922
30,1956.647
31,1958.647
32,1960.484
33,1962.333
34,1964.070
35,1965.989
36,1967.343
37,1969.151
38,1970.913
39,1972.396
40,1973.984
41,1975.298
42,1976.655
43,1978.253
44,1980.050
45,1981.538
46,1983.084
47,1984.505
48,1985.866
49,1987.401
50,1988.706
51,1989.984
52,1991.422
53,1993.035
54,1994.625
55,1996.207
56,1997.781
57,1999.050
58,2000.383
59,2001.596
60,2003.337
61,2004.681
62,2006.118
63,2007.774
64,2009.059
65,2010.855
66,2012.443
67,2013.993
68,2015.732
69,2017.651
70,2019.325
71,2021.173
72,2023.138
73,2025.427
74,2027.854
75,2029.662
76,2031.606
77,2033.959
78,2036.064
79,2038.599
80,2041.142
81,2043.718
82,2046.530
83,2049.138
84,2052.173
85,2056.090
86,2059.319
87,2063.954
88,2069.101
89,2074.849
90,2081.229
91,2088.595
92,2097.055
93,2106.783
94,2118.145
95,2135.474
96,2156.930
97,2184.108
98,2222.975
99,2305.257
