Percentage served,Time in ms
0,1078.671
1,1288.359
2,1425.586
3,1488.104
4,1529.685
5,1584.208
6,1612.290
7,1629.310
8,1649.051
9,1664.005
10,1681.348
11,1692.741
12,1699.694
13,1710.794
14,1719.742
15,1733.420
16,1748.020
17,1756.802
18,1770.692
19,1782.138
20,1791.236
21,1800.129
22,1810.276
23,1818.883
24,1827.119
25,1833.795
26,1839.049
27,1844.106
28,1849.963
29,1858.678
30,1866.322
31,1874.154
32,1880.178
33,1885.705
34,1891.392
35,1894.814
36,1898.823
37,1902.904
38,1908.263
39,1912.717
40,1916.954
41,1921.623
42,1926.366
43,1931.009
44,1936.434
45,1940.718
46,1944.319
47,1947.634
48,1950.524
49,1953.755
50,1957.253
51,1960.305
52,1963.225
53,1967.081
54,1972.161
55,1977.120
56,1982.808
57,1986.624
58,1990.713
59,1994.340
60,1998.412
61,2002.718
62,2008.341
63,2014.840
64,2021.584
65,2030.453
66,2044.473
67,2053.543
68,2061.737
69,2068.637
70,2077.944
71,2088.303
72,2096.821
73,2103.571
74,2108.144
75,2112.810
76,2120.965
77,2127.892
78,2135.998
79,2149.163
80,2161.866
81,2169.325
82,2176.315
83,2183.952
84,2193.344
85,2203.685
86,2220.437
87,2234.887
88,2259.127
89,2273.049
90,2286.481
91,2318.540
92,2351.689
93,2395.703
94,2523.352
95,2719.405
96,2836.916
97,2889.914
98,3008.839
99,3113.639
