Percentage served,Time in ms
0,793.581
1,843.119
2,869.093
3,887.421
4,901.448
5,921.351
6,933.594
7,942.200
8,954.255
9,967.830
10,979.321
11,996.432
12,1006.967
13,1017.532
14,1024.899
15,1037.917
16,1051.273
17,1056.568
18,1066.349
19,1072.611
20,1079.289
21,1086.237
22,1092.954
23,1098.556
24,1103.770
25,1107.449
26,1110.369
27,1113.538
28,1116.673
29,1121.061
30,1127.919
31,1136.114
32,1143.821
33,1152.481
34,1161.053
35,1168.267
36,1174.023
37,1177.435
38,1180.530
39,1184.057
40,1188.892
41,1193.566
42,1198.808
43,1202.267
44,1205.357
45,1208.643
46,1211.726
47,1216.932
48,1220.669
49,1223.467
50,1225.268
51,1227.529
52,1229.889
53,1233.118
54,1236.131
55,1239.379
56,1242.852
57,1245.338
58,1247.937
59,1250.787
60,1254.050
61,1257.473
62,1265.049
63,1269.843
64,1274.800
65,1280.294
66,1286.169
67,1291.794
68,1297.895
69,1303.101
70,1311.062
71,1317.962
72,1324.148
73,1329.057
74,1332.724
75,1336.817
76,1342.295
77,1347.404
78,1351.847
79,1357.300
80,1360.937
81,1366.505
82,1371.415
83,1374.656
84,1382.739
85,1394.031
86,1405.233
87,1424.615
88,1431.399
89,1452.518
90,1462.025
91,1473.514
92,1483.658
93,1492.979
94,1501.848
95,1510.416
96,1527.391
97,1554.543
98,1578.289
99,1615.270
