Percentage served,Time in ms
0,467.444
1,550.344
2,761.953
3,831.415
4,894.402
5,919.552
6,963.391
7,1050.365
8,1107.331
9,1140.062
10,1141.516
11,1142.418
12,1142.945
13,1143.379
14,1143.704
15,1143.992
16,1144.281
17,1144.511
18,1144.770
19,1145.000
20,1145.201
21,1145.386
22,1145.573
23,1145.739
24,1145.899
25,1146.029
26,1146.164
27,1146.321
28,1146.479
29,1146.639
30,1146.760
31,1146.927
32,1147.046
33,1147.171
34,1147.314
35,1147.433
36,1147.554
37,1147.676
38,1147.844
39,1147.973
40,1148.168
41,1148.306
42,1148.448
43,1148.585
44,1148.733
45,1148.896
46,1149.059
47,1149.211
48,1149.374
49,1149.527
50,1149.682
51,1149.801
52,1149.939
53,1150.078
54,1150.244
55,1150.382
56,1150.534
57,1150.681
58,1150.802
59,1150.963
60,1151.112
61,1151.247
62,1151.422
63,1151.623
64,1151.798
65,1152.004
66,1152.222
67,1152.434
68,1152.671
69,1152.965
70,1153.227
71,1153.494
72,1153.824
73,1154.065
74,1154.365
75,1154.689
76,1155.000
77,1155.318
78,1155.693
79,1156.190
80,1156.668
81,1157.345
82,1158.007
83,1158.633
84,1159.343
85,1159.974
86,1161.227
87,1162.758
88,1164.740
89,1169.577
90,1171.760
91,1173.633
92,1175.039
93,1176.455
94,1178.416
95,1179.998
96,1181.028
97,1182.691
98,1184.792
99,1227.226
