Percentage served,Time in ms
0,753.388
1,771.342
2,783.806
3,794.192
4,803.836
5,817.820
6,828.681
7,841.802
8,857.606
9,874.732
10,890.218
11,903.014
12,914.096
13,926.039
14,937.941
15,953.083
16,963.976
17,974.052
18,982.017
19,989.807
20,996.335
21,1001.611
22,1009.457
23,1015.452
24,1022.644
25,1026.110
26,1029.963
27,1033.902
28,1036.659
29,1039.406
30,1041.788
31,1044.530
32,1047.848
33,1050.272
34,1053.040
35,1055.724
36,1057.889
37,1059.882
38,1061.750
39,1063.993
40,1065.609
41,1067.439
42,1069.706
43,1071.778
44,1074.287
45,1077.184
46,1079.216
47,1081.218
48,1083.212
49,1085.648
50,1088.800
51,1093.045
52,1095.345
53,1098.055
54,1100.659
55,1104.025
56,1108.566
57,1111.719
58,1114.459
59,1117.379
60,1119.593
61,1121.747
62,1124.942
63,1127.588
64,1129.769
65,1132.774
66,1136.048
67,1139.995
68,1143.003
69,1146.280
70,1149.559
71,1153.125
72,1155.656
73,1157.373
74,1159.046
75,1160.734
76,1162.287
77,1164.461
78,1166.051
79,1167.515
80,1169.030
81,1170.918
82,1172.966
83,1175.091
84,1177.105
85,1179.881
86,1183.054
87,1187.452
88,1191.669
89,1198.210
90,1206.267
91,1224.301
92,1233.283
93,1252.630
94,1265.951
95,1277.368
96,1319.990
97,1348.784
98,1381.030
99,1416.375
