Percentage served,Time in ms
0,290.474
1,622.525
2,958.152
3,1427.658
4,1746.223
5,1809.776
6,1826.674
7,1838.134
8,1847.274
9,1854.054
10,1859.224
11,1863.514
12,1867.788
13,1872.240
14,1876.896
15,1880.421
16,1883.671
17,1887.128
18,1890.468
19,1893.158
20,1895.656
21,1898.412
22,1900.773
23,1903.179
24,1905.351
25,1907.686
26,1909.957
27,1912.048
28,1914.273
29,1916.079
30,1918.159
31,1920.034
32,1921.947
33,1923.541
34,1925.056
35,1926.911
36,1929.002
37,1930.565
38,1932.052
39,1934.002
40,1935.522
41,1937.030
42,1938.795
43,1940.301
44,1941.664
45,1943.409
46,1944.981
47,1946.522
48,1948.036
49,1949.345
50,1950.653
51,1951.935
52,1953.430
53,1954.900
54,1956.677
55,1958.403
56,1959.900
57,1961.404
58,1962.871
59,1964.707
60,1966.364
61,1967.744
62,1969.180
63,1970.838
64,1972.330
65,1973.686
66,1975.357
67,1977.168
68,1978.728
69,1980.163
70,1981.869
71,1983.498
72,1985.300
73,1987.244
74,1989.659
75,1991.928
76,1993.964
77,1995.872
78,1997.886
79,1999.998
80,2002.208
81,2004.680
82,2007.554
83,2009.978
84,2012.524
85,2015.955
86,2019.286
87,2023.028
88,2028.449
89,2033.929
90,2041.482
91,2048.958
92,2057.842
93,2068.053
94,2080.929
95,2096.003
96,2116.217
97,2140.889
98,2180.903
99,2231.579
