Percentage served,Time in ms
0,1130.785
1,1578.609
2,1726.384
3,1810.632
4,1862.316
5,1903.112
6,1920.950
7,1952.735
8,1981.562
9,2007.100
10,2027.572
11,2047.120
12,2070.150
13,2083.710
14,2095.960
15,2102.410
16,2113.665
17,2119.636
18,2130.288
19,2136.579
20,2143.935
21,2152.229
22,2163.250
23,2172.872
24,2180.446
25,2187.836
26,2199.067
27,2215.078
28,2234.671
29,2250.488
30,2262.408
31,2276.198
32,2289.226
33,2301.446
34,2315.715
35,2328.490
36,2336.243
37,2343.658
38,2348.739
39,2356.834
40,2365.007
41,2371.957
42,2376.918
43,2384.106
44,2390.898
45,2398.939
46,2406.526
47,2415.527
48,2422.775
49,2428.828
50,2435.539
51,2441.750
52,2447.730
53,2454.095
54,2461.177
55,2471.730
56,2479.381
57,2488.237
58,2497.998
59,2509.085
60,2517.396
61,2525.302
62,2535.349
63,2542.919
64,2549.328
65,2555.362
66,2561.343
67,2566.814
68,2572.292
69,2575.877
70,2581.528
71,2588.871
72,2596.621
73,2608.032
74,2618.087
75,2631.180
76,2644.262
77,2655.281
78,2669.055
79,2678.775
80,2688.740
81,2703.703
82,2717.775
83,2729.176
84,2739.277
85,2748.431
86,2765.928
87,2784.186
88,2800.542
89,2814.594
90,2838.910
91,2863.429
92,2880.270
93,2911.282
94,2983.148
95,3056.279
96,3146.968
97,3211.036
98,3456.672
99,3942.549
