Percentage served,Time in ms
0,205.926
1,1083.042
2,2025.139
3,2394.253
4,2442.116
5,2461.907
6,2474.178
7,2482.827
8,2490.168
9,2496.100
10,2500.764
11,2504.479
12,2508.221
13,2511.820
14,2515.312
15,2518.105
16,2521.068
17,2523.715
18,2526.269
19,2528.645
20,2530.959
21,2532.857
22,2535.093
23,2537.259
24,2538.977
25,2541.060
26,2542.653
27,2544.650
28,2546.302
29,2547.865
30,2549.676
31,2551.336
32,2552.982
33,2554.611
34,2556.239
35,2557.714
36,2559.413
37,2560.904
38,2562.404
39,2564.010
40,2565.372
41,2566.738
42,2568.166
43,2569.770
44,2571.216
45,2572.731
46,2574.021
47,2575.494
48,2576.989
49,2578.459
50,2579.769
51,2581.105
52,2582.498
53,2583.954
54,2585.365
55,2586.667
56,2587.968
57,2589.271
58,2590.546
59,2591.987
60,2593.469
61,2594.887
62,2596.286
63,2597.615
64,2598.944
65,2600.485
66,2602.182
67,2603.818
68,2605.223
69,2606.800
70,2608.426
71,2610.091
72,2611.932
73,2613.572
74,2615.658
75,2617.354
76,2619.262
77,2621.150
78,2623.206
79,2625.024
80,2627.490
81,2629.520
82,2632.163
83,2635.040
84,2637.850
85,2641.109
86,2644.399
87,2648.080
88,2652.374
89,2656.663
90,2661.813
91,2667.806
92,2675.313
93,2684.015
94,2696.887
95,2716.357
96,2747.920
97,2828.691
98,3528.450
99,4302.682
