Percentage served,Time in ms
0,857.936
1,864.655
2,867.237
3,869.525
4,871.676
5,874.160
6,877.018
7,879.392
8,880.991
9,881.800
10,882.880
11,883.532
12,884.520
13,885.067
14,885.943
15,887.449
16,888.821
17,890.411
18,891.619
19,894.078
20,895.295
21,897.694
22,898.729
23,900.181
24,901.185
25,902.123
26,902.676
27,903.542
28,904.334
29,905.102
30,905.744
31,906.478
32,907.054
33,907.794
34,908.578
35,909.059
36,909.916
37,911.001
38,911.579
39,912.182
40,913.550
41,914.473
42,915.567
43,917.353
44,919.132
45,920.518
46,922.334
47,923.492
48,924.951
49,926.031
50,927.111
51,927.950
52,929.107
53,929.852
54,930.932
55,932.190
56,933.296
57,934.202
58,935.069
59,936.086
60,937.047
61,937.930
62,938.795
63,939.538
64,940.860
65,941.961
66,943.328
67,944.364
68,945.087
69,946.088
70,946.826
71,947.864
72,948.515
73,949.667
74,950.859
75,952.107
76,952.833
77,953.864
78,954.533
79,955.890
80,956.863
81,958.539
82,960.127
83,962.226
84,963.768
85,965.388
86,968.202
87,971.159
88,973.452
89,974.603
90,976.833
91,978.724
92,981.102
93,986.897
94,993.516
95,1001.794
96,1008.906
97,1019.352
98,1030.348
99,1068.120
