Percentage served,Time in ms
0,753.164
1,777.370
2,791.292
3,812.460
4,828.033
5,840.472
6,850.988
7,856.759
8,870.811
9,884.252
10,899.343
11,912.545
12,925.494
13,934.974
14,947.254
15,955.900
16,964.539
17,973.520
18,983.669
19,990.614
20,999.742
21,1014.540
22,1023.283
23,1032.560
24,1040.753
25,1047.262
26,1052.016
27,1055.664
28,1063.016
29,1068.320
30,1072.380
31,1077.602
32,1084.024
33,1086.873
34,1089.478
35,1091.954
36,1094.719
37,1098.323
38,1101.105
39,1103.250
40,1105.597
41,1107.535
42,1109.642
43,1111.550
44,1113.214
45,1116.155
46,1119.061
47,1121.299
48,1123.411
49,1125.604
50,1128.006
51,1132.074
52,1136.405
53,1138.882
54,1140.905
55,1143.789
56,1146.677
57,1149.640
58,1152.298
59,1155.817
60,1159.810
61,1163.861
62,1166.430
63,1168.799
64,1171.488
65,1174.269
66,1176.040
67,1177.449
68,1178.666
69,1179.887
70,1181.163
71,1182.312
72,1183.578
73,1184.918
74,1186.402
75,1187.946
76,1189.832
77,1191.445
78,1192.735
79,1194.177
80,1195.575
81,1197.624
82,1199.825
83,1202.134
84,1205.108
85,1209.748
86,1214.084
87,1217.009
88,1220.439
89,1228.172
90,1237.380
91,1244.098
92,1253.313
93,1343.560
94,1444.450
95,2180.902
96,2323.428
97,2356.820
98,2368.718
99,2382.909
