Percentage served,Time in ms
0,28.019
1,87.195
2,118.826
3,166.882
4,201.697
5,236.404
6,250.711
7,268.886
8,285.664
9,300.032
10,310.441
11,319.194
12,325.271
13,332.849
14,340.857
15,346.513
16,351.570
17,355.646
18,358.711
19,361.745
20,366.729
21,369.281
22,373.452
23,375.896
24,379.065
25,383.295
26,384.991
27,387.864
28,391.141
29,394.017
30,397.216
31,399.270
32,401.611
33,404.893
34,408.565
35,412.148
36,415.070
37,417.909
38,420.359
39,422.766
40,425.734
41,428.447
42,431.791
43,434.411
44,438.834
45,441.706
46,444.242
47,447.135
48,451.541
49,454.770
50,458.142
51,460.691
52,464.336
53,467.914
54,470.869
55,473.854
56,477.262
57,480.374
58,484.505
59,489.436
60,493.963
61,498.465
62,502.801
63,506.153
64,511.197
65,517.345
66,522.116
67,527.702
68,532.539
69,538.495
70,544.521
71,550.352
72,555.037
73,559.408
74,561.980
75,565.227
76,569.427
77,573.683
78,578.690
79,582.491
80,587.270
81,591.515
82,594.594
83,597.730
84,600.460
85,603.069
86,606.282
87,609.581
88,612.463
89,617.298
90,620.989
91,623.881
92,626.664
93,633.856
94,641.580
95,654.333
96,680.213
97,708.222
98,733.700
99,770.697
