Percentage served,Time in ms
0,65.600
1,94.575
2,126.805
3,173.947
4,209.422
5,220.531
6,225.980
7,226.744
8,227.274
9,227.532
10,227.817
11,228.041
12,228.307
13,228.519
14,228.728
15,228.955
16,229.144
17,229.330
18,229.568
19,229.667
20,229.836
21,229.997
22,230.189
23,230.355
24,230.491
25,230.707
26,230.842
27,230.977
28,231.108
29,231.191
30,231.315
31,231.464
32,231.565
33,231.658
34,231.754
35,231.866
36,232.012
37,232.121
38,232.228
39,232.312
40,232.402
41,232.550
42,232.640
43,232.753
44,232.875
45,233.016
46,233.136
47,233.268
48,233.387
49,233.497
50,233.614
51,233.712
52,233.811
53,233.948
54,234.093
55,234.185
56,234.312
57,234.471
58,234.525
59,234.621
60,234.777
61,234.919
62,235.066
63,235.189
64,235.305
65,235.431
66,235.586
67,235.722
68,235.839
69,235.977
70,236.139
71,236.285
72,236.448
73,236.545
74,236.695
75,236.863
76,237.048
77,237.184
78,237.377
79,237.540
80,237.746
81,237.922
82,238.059
83,238.137
84,238.294
85,238.531
86,238.715
87,238.932
88,239.073
89,239.213
90,239.367
91,239.551
92,239.995
93,240.348
94,240.664
95,241.060
96,241.711
97,242.537
98,243.296
99,244.329
