Percentage served,Time in ms
0,782.746
1,866.329
2,905.364
3,921.672
4,940.237
5,949.126
6,967.620
7,984.746
8,998.708
9,1011.756
10,1026.426
11,1037.753
12,1044.303
13,1051.152
14,1062.861
15,1072.475
16,1081.427
17,1086.554
18,1093.678
19,1100.117
20,1105.173
21,1109.279
22,1113.538
23,1119.534
24,1125.616
25,1130.957
26,1134.188
27,1138.371
28,1143.079
29,1148.238
30,1153.391
31,1158.531
32,1163.615
33,1169.050
34,1176.711
35,1180.927
36,1185.899
37,1190.327
38,1194.820
39,1199.475
40,1204.685
41,1208.082
42,1210.841
43,1213.409
44,1216.253
45,1219.905
46,1223.828
47,1227.250
48,1231.891
49,1234.746
50,1238.147
51,1241.648
52,1244.241
53,1247.439
54,1250.869
55,1254.079
56,1257.969
57,1261.991
58,1265.281
59,1269.285
60,1273.513
61,1278.551
62,1283.524
63,1288.109
64,1291.801
65,1295.307
66,1299.120
67,1303.493
68,1308.948
69,1314.454
70,1320.508
71,1324.143
72,1328.453
73,1332.913
74,1335.881
75,1340.236
76,1347.329
77,1354.459
78,1358.885
79,1366.568
80,1374.743
81,1384.205
82,1392.302
83,1399.681
84,1406.149
85,1411.626
86,1418.654
87,1428.278
88,1440.736
89,1458.703
90,1476.681
91,1506.913
92,1564.644
93,1623.021
94,1678.628
95,2005.947
96,2243.330
97,2330.850
98,2391.749
99,2460.148
