Percentage served,Time in ms
0,33.550
1,78.031
2,128.756
3,173.963
4,223.527
5,228.674
6,229.714
7,230.379
8,230.849
9,231.245
10,231.494
11,231.916
12,232.237
13,232.375
14,232.595
15,232.713
16,232.855
17,232.969
18,233.090
19,233.273
20,233.380
21,233.489
22,233.629
23,233.791
24,233.887
25,234.015
26,234.159
27,234.235
28,234.322
29,234.422
30,234.521
31,234.634
32,234.734
33,234.841
34,234.987
35,235.121
36,235.196
37,235.288
38,235.386
39,235.494
40,235.577
41,235.690
42,235.840
43,235.907
44,236.033
45,236.114
46,236.221
47,236.319
48,236.423
49,236.534
50,236.646
51,236.726
52,236.807
53,236.886
54,236.985
55,237.089
56,237.188
57,237.322
58,237.413
59,237.489
60,237.618
61,237.763
62,237.863
63,237.933
64,238.055
65,238.120
66,238.267
67,238.355
68,238.488
69,238.619
70,238.771
71,238.898
72,238.999
73,239.152
74,239.326
75,239.491
76,239.644
77,239.792
78,240.028
79,240.184
80,240.373
81,240.543
82,240.779
83,240.934
84,241.156
85,241.393
86,241.827
87,242.073
88,242.300
89,242.528
90,242.746
91,243.009
92,243.363
93,243.659
94,244.163
95,244.932
96,245.359
97,246.119
98,246.791
99,247.932
