Percentage served,Time in ms
0,749.007
1,751.787
2,752.935
3,753.550
4,753.990
5,754.399
6,754.684
7,754.968
8,755.508
9,755.775
10,756.059
11,756.281
12,756.715
13,757.026
14,757.605
15,757.953
16,758.253
17,758.508
18,758.816
19,759.162
20,759.377
21,759.753
22,759.945
23,760.282
24,760.663
25,760.952
26,761.304
27,761.633
28,761.924
29,762.306
30,762.615
31,763.028
32,763.325
33,763.665
34,764.000
35,764.281
36,764.688
37,765.182
38,765.502
39,765.824
40,766.056
41,766.401
42,767.013
43,767.483
44,768.124
45,768.818
46,769.222
47,769.536
48,769.969
49,770.580
50,771.033
51,771.496
52,772.209
53,772.556
54,772.879
55,773.375
56,773.728
57,774.249
58,774.580
59,774.927
60,775.443
61,776.133
62,776.532
63,777.036
64,777.537
65,777.893
66,778.430
67,779.106
68,779.646
69,780.131
70,780.852
71,781.441
72,782.028
73,782.734
74,783.630
75,784.249
76,785.104
77,785.864
78,787.085
79,787.761
80,788.649
81,789.469
82,790.576
83,792.094
84,793.328
85,794.096
86,795.022
87,796.164
88,797.430
89,798.490
90,799.513
91,800.992
92,802.255
93,803.426
94,804.899
95,807.115
96,809.779
97,822.231
98,849.179
99,870.209
