Percentage served,Time in ms
0,472.167
1,565.865
2,709.642
3,793.184
4,868.851
5,956.166
6,1026.856
7,1103.477
8,1157.810
9,1159.623
10,1160.471
11,1161.032
12,1161.567
13,1161.900
14,1162.199
15,1162.477
16,1162.724
17,1162.923
18,1163.131
19,1163.320
20,1163.502
21,1163.683
22,1163.841
23,1164.009
24,1164.170
25,1164.321
26,1164.471
27,1164.623
28,1164.756
29,1164.899
30,1165.044
31,1165.172
32,1165.306
33,1165.417
34,1165.555
35,1165.688
36,1165.811
37,1165.948
38,1166.067
39,1166.198
40,1166.315
41,1166.446
42,1166.591
43,1166.701
44,1166.829
45,1166.963
46,1167.068
47,1167.195
48,1167.310
49,1167.461
50,1167.608
51,1167.750
52,1167.882
53,1168.024
54,1168.161
55,1168.303
56,1168.438
57,1168.590
58,1168.727
59,1168.901
60,1169.078
61,1169.241
62,1169.394
63,1169.585
64,1169.739
65,1169.894
66,1170.032
67,1170.243
68,1170.450
69,1170.658
70,1170.868
71,1171.064
72,1171.350
73,1171.621
74,1171.918
75,1172.234
76,1172.518
77,1172.912
78,1173.395
79,1173.832
80,1174.305
81,1174.835
82,1175.309
83,1175.933
84,1176.446
85,1176.986
86,1177.485
87,1178.087
88,1178.652
89,1179.245
90,1179.877
91,1180.662
92,1181.440
93,1182.120
94,1182.861
95,1183.589
96,1184.395
97,1185.293
98,1186.334
99,1188.144
