Percentage served,Time in ms
0,249.649
1,633.106
2,695.378
3,737.000
4,789.450
5,863.634
6,916.151
7,969.578
8,1031.509
9,1144.791
10,1151.202
11,1153.474
12,1154.986
13,1155.948
14,1156.625
15,1157.179
16,1157.689
17,1158.074
18,1158.354
19,1158.591
20,1158.853
21,1159.086
22,1159.312
23,1159.481
24,1159.680
25,1159.838
26,1160.018
27,1160.184
28,1160.356
29,1160.535
30,1160.699
31,1160.835
32,1160.983
33,1161.138
34,1161.271
35,1161.425
36,1161.524
37,1161.664
38,1161.793
39,1161.917
40,1162.034
41,1162.156
42,1162.278
43,1162.404
44,1162.538
45,1162.673
46,1162.803
47,1162.915
48,1163.025
49,1163.161
50,1163.291
51,1163.420
52,1163.535
53,1163.669
54,1163.794
55,1163.955
56,1164.099
57,1164.222
58,1164.352
59,1164.504
60,1164.625
61,1164.806
62,1164.942
63,1165.116
64,1165.275
65,1165.430
66,1165.578
67,1165.722
68,1165.911
69,1166.099
70,1166.315
71,1166.543
72,1166.786
73,1167.048
74,1167.283
75,1167.598
76,1167.935
77,1168.319
78,1168.681
79,1169.037
80,1169.467
81,1169.852
82,1170.350
83,1170.924
84,1171.393
85,1171.957
86,1172.443
87,1172.942
88,1173.381
89,1173.884
90,1174.408
91,1175.044
92,1175.644
93,1176.232
94,1176.964
95,1178.087
96,1179.624
97,1364.686
98,1461.634
99,1623.819
