Percentage served,Time in ms
0,533.942
1,626.829
2,765.127
3,816.971
4,866.755
5,941.014
6,995.174
7,1091.361
8,1154.304
9,1157.090
10,1158.100
11,1158.620
12,1159.047
13,1159.375
14,1159.650
15,1159.926
16,1160.168
17,1160.418
18,1160.588
19,1160.796
20,1161.018
21,1161.179
22,1161.375
23,1161.537
24,1161.696
25,1161.855
26,1162.031
27,1162.206
28,1162.364
29,1162.509
30,1162.668
31,1162.790
32,1162.912
33,1163.010
34,1163.134
35,1163.256
36,1163.380
37,1163.527
38,1163.643
39,1163.778
40,1163.892
41,1163.994
42,1164.102
43,1164.221
44,1164.351
45,1164.455
46,1164.577
47,1164.713
48,1164.834
49,1164.975
50,1165.106
51,1165.223
52,1165.343
53,1165.475
54,1165.576
55,1165.698
56,1165.831
57,1165.970
58,1166.117
59,1166.243
60,1166.415
61,1166.534
62,1166.672
63,1166.800
64,1166.944
65,1167.063
66,1167.213
67,1167.342
68,1167.496
69,1167.651
70,1167.796
71,1167.969
72,1168.120
73,1168.260
74,1168.414
75,1168.606
76,1168.787
77,1168.954
78,1169.145
79,1169.312
80,1169.500
81,1169.720
82,1169.954
83,1170.200
84,1170.469
85,1170.727
86,1171.031
87,1171.346
88,1171.705
89,1172.198
90,1172.689
91,1173.186
92,1173.881
93,1174.703
94,1175.678
95,1177.123
96,1178.591
97,1179.818
98,1181.490
99,1183.339
