Percentage served,Time in ms
0,281.118
1,618.606
2,968.402
3,1424.521
4,1766.700
5,1818.424
6,1834.001
7,1844.613
8,1851.743
9,1859.940
10,1865.061
11,1868.579
12,1872.693
13,1876.997
14,1880.457
15,1883.395
16,1886.376
17,1888.602
18,1891.112
19,1893.389
20,1895.757
21,1897.705
22,1899.606
23,1901.415
24,1903.274
25,1905.175
26,1907.274
27,1908.971
28,1910.856
29,1912.310
30,1913.915
31,1915.571
32,1917.227
33,1918.671
34,1920.334
35,1922.000
36,1923.493
37,1924.779
38,1926.288
39,1927.772
40,1929.067
41,1930.462
42,1931.882
43,1933.309
44,1934.770
45,1936.042
46,1937.366
47,1938.469
48,1939.911
49,1941.047
50,1942.121
51,1943.529
52,1944.691
53,1946.192
54,1947.424
55,1948.725
56,1950.048
57,1951.395
58,1952.796
59,1954.093
60,1955.552
61,1956.841
62,1958.313
63,1959.927
64,1961.237
65,1962.737
66,1964.265
67,1965.761
68,1967.098
69,1968.832
70,1970.525
71,1972.283
72,1974.064
73,1975.903
74,1977.679
75,1979.309
76,1981.660
77,1983.773
78,1986.210
79,1988.006
80,1990.263
81,1992.503
82,1995.158
83,1997.627
84,2000.926
85,2004.035
86,2007.317
87,2011.722
88,2015.478
89,2020.281
90,2025.855
91,2033.026
92,2041.903
93,2052.671
94,2065.826
95,2085.459
96,2107.672
97,2140.882
98,2190.500
99,2249.155
