Percentage served,Time in ms
0,1063.465
1,1566.702
2,1639.825
3,1678.663
4,1725.295
5,1734.225
6,1742.883
7,1749.616
8,1755.870
9,1761.266
10,1767.287
11,1774.381
12,1779.975
13,1785.176
14,1789.923
15,1793.652
16,1797.541
17,1800.711
18,1804.564
19,1807.391
20,1810.262
21,1813.303
22,1816.350
23,1819.253
24,1821.604
25,1824.082
26,1826.780
27,1829.051
28,1831.288
29,1832.813
30,1834.592
31,1836.466
32,1838.415
33,1840.659
34,1842.409
35,1844.516
36,1846.784
37,1848.809
38,1851.195
39,1853.029
40,1854.946
41,1857.135
42,1859.246
43,1861.661
44,1864.576
45,1868.014
46,1871.426
47,1875.003
48,1878.508
49,1881.089
50,1884.446
51,1887.289
52,1890.356
53,1893.099
54,1895.395
55,1897.707
56,1900.220
57,1902.327
58,1904.636
59,1907.390
60,1909.645
61,1911.957
62,1915.001
63,1917.957
64,1921.514
65,1924.739
66,1927.659
67,1930.452
68,1934.828
69,1939.544
70,1944.969
71,1949.808
72,1953.161
73,1958.173
74,1963.580
75,1969.680
76,1974.848
77,1980.511
78,1987.013
79,1994.848
80,2000.777
81,2006.894
82,2012.991
83,2018.163
84,2022.598
85,2028.136
86,2031.560
87,2037.133
88,2042.173
89,2048.621
90,2057.527
91,2067.660
92,2079.494
93,2099.434
94,2111.627
95,2124.086
96,2138.181
97,2161.378
98,2178.433
99,2424.090
