Percentage served,Time in ms
0,559.228
1,647.344
2,718.138
3,765.308
4,819.165
5,897.262
6,1062.927
7,1087.686
8,1102.292
9,1135.024
10,1143.230
11,1144.384
12,1145.023
13,1145.511
14,1145.917
15,1146.219
16,1146.502
17,1146.752
18,1146.991
19,1147.161
20,1147.392
21,1147.526
22,1147.684
23,1147.867
24,1148.040
25,1148.199
26,1148.328
27,1148.459
28,1148.579
29,1148.722
30,1148.853
31,1149.013
32,1149.143
33,1149.265
34,1149.399
35,1149.544
36,1149.720
37,1149.879
38,1150.031
39,1150.220
40,1150.384
41,1150.529
42,1150.686
43,1150.856
44,1150.988
45,1151.158
46,1151.331
47,1151.508
48,1151.656
49,1151.813
50,1151.971
51,1152.118
52,1152.299
53,1152.454
54,1152.603
55,1152.858
56,1153.047
57,1153.261
58,1153.467
59,1153.703
60,1153.963
61,1154.205
62,1154.439
63,1154.699
64,1154.911
65,1155.199
66,1155.469
67,1155.756
68,1156.151
69,1156.512
70,1156.832
71,1157.189
72,1157.522
73,1157.898
74,1158.264
75,1158.608
76,1158.958
77,1159.283
78,1159.651
79,1160.134
80,1160.773
81,1161.321
82,1161.965
83,1162.551
84,1163.231
85,1163.726
86,1164.235
87,1164.793
88,1165.436
89,1166.219
90,1167.033
91,1167.842
92,1168.610
93,1169.924
94,1171.269
95,1172.941
96,1174.092
97,1175.948
98,1177.606
99,1180.522
