Percentage served,Time in ms
0,749.413
1,751.967
2,753.129
3,753.950
4,754.519
5,755.030
6,755.486
7,756.321
8,756.692
9,757.059
10,757.539
11,758.108
12,758.582
13,758.758
14,759.279
15,759.676
16,760.199
17,760.647
18,761.183
19,761.594
20,762.119
21,762.574
22,763.025
23,763.452
24,763.797
25,764.257
26,764.786
27,765.118
28,765.708
29,766.069
30,766.392
31,766.902
32,767.477
33,767.993
34,768.698
35,769.128
36,769.818
37,770.238
38,770.790
39,771.346
40,771.755
41,772.142
42,772.599
43,772.904
44,773.351
45,773.689
46,773.996
47,774.409
48,774.777
49,775.041
50,775.417
51,775.839
52,776.161
53,776.474
54,776.882
55,777.104
56,777.484
57,777.926
58,778.309
59,778.829
60,779.399
61,779.871
62,780.450
63,780.943
64,781.405
65,781.939
66,782.611
67,783.296
68,784.044
69,785.114
70,785.841
71,786.770
72,787.873
73,788.699
74,789.412
75,790.146
76,790.760
77,791.453
78,791.993
79,792.606
80,793.172
81,793.770
82,794.651
83,795.622
84,796.163
85,797.152
86,798.355
87,799.993
88,802.285
89,804.813
90,808.821
91,812.178
92,817.174
93,822.031
94,828.829
95,832.297
96,837.209
97,842.196
98,847.733
99,869.922
