Percentage served,Time in ms
0,13.918
1,59.474
2,78.305
3,94.036
4,119.416
5,142.097
6,168.140
7,201.028
8,220.163
9,232.461
10,246.230
11,257.135
12,264.209
13,279.297
14,290.650
15,299.962
16,306.537
17,316.145
18,322.166
19,328.397
20,335.933
21,342.874
22,346.314
23,352.066
24,356.213
25,359.337
26,362.557
27,364.176
28,367.149
29,370.024
30,372.554
31,376.432
32,378.559
33,380.990
34,382.655
35,384.907
36,387.857
37,390.814
38,392.811
39,394.550
40,396.416
41,398.407
42,399.983
43,402.691
44,404.114
45,406.356
46,408.833
47,410.706
48,413.526
49,415.415
50,417.109
51,419.486
52,421.386
53,423.726
54,425.486
55,427.971
56,429.883
57,432.179
58,434.851
59,437.070
60,438.563
61,440.244
62,442.479
63,444.823
64,447.911
65,451.193
66,454.217
67,456.963
68,461.564
69,463.277
70,466.775
71,470.393
72,473.439
73,476.334
74,479.436
75,482.505
76,486.214
77,489.656
78,492.953
79,497.387
80,501.012
81,503.854
82,508.377
83,513.182
84,517.087
85,523.007
86,529.446
87,533.494
88,537.063
89,540.648
90,545.319
91,551.713
92,559.099
93,567.121
94,580.369
95,592.149
96,611.526
97,631.847
98,656.320
99,687.086
