Percentage served,Time in ms
0,119.041
1,127.580
2,134.600
3,148.652
4,170.326
5,186.507
6,201.363
7,220.973
8,222.839
9,223.780
10,224.158
11,224.646
12,224.934
13,225.128
14,225.316
15,225.623
16,225.846
17,225.974
18,226.152
19,226.349
20,226.527
21,226.617
22,226.742
23,226.851
24,227.024
25,227.193
26,227.286
27,227.400
28,227.542
29,227.642
30,227.730
31,227.823
32,227.921
33,228.062
34,228.133
35,228.221
36,228.311
37,228.382
38,228.490
39,228.559
40,228.670
41,228.751
42,228.847
43,228.932
44,229.031
45,229.120
46,229.205
47,229.316
48,229.424
49,229.558
50,229.673
51,229.762
52,229.873
53,229.932
54,230.020
55,230.139
56,230.228
57,230.328
58,230.431
59,230.541
60,230.612
61,230.779
62,230.919
63,231.050
64,231.168
65,231.257
66,231.327
67,231.469
68,231.589
69,231.741
70,231.898
71,232.024
72,232.162
73,232.301
74,232.428
75,232.583
76,232.697
77,232.846
78,233.021
79,233.134
80,233.286
81,233.419
82,233.619
83,233.865
84,234.038
85,234.221
86,234.506
87,234.737
88,235.030
89,235.372
90,235.845
91,236.363
92,236.949
93,237.833
94,238.615
95,239.592
96,242.471
97,252.721
98,275.844
99,292.420
