Percentage served,Time in ms
0,409.339
1,541.118
2,829.158
3,1086.475
4,1200.139
5,1202.105
6,1203.388
7,1204.141
8,1204.810
9,1205.327
10,1205.858
11,1206.316
12,1206.724
13,1207.124
14,1207.469
15,1207.804
16,1208.125
17,1208.461
18,1208.784
19,1209.070
20,1209.342
21,1209.655
22,1209.938
23,1210.227
24,1210.509
25,1210.775
26,1211.043
27,1211.375
28,1211.681
29,1211.960
30,1212.200
31,1212.503
32,1212.813
33,1213.149
34,1213.500
35,1213.839
36,1214.200
37,1214.598
38,1214.918
39,1215.293
40,1215.658
41,1216.075
42,1216.484
43,1216.941
44,1217.466
45,1218.007
46,1218.666
47,1219.559
48,1220.289
49,1221.072
50,1221.909
51,1222.720
52,1223.667
53,1224.755
54,1225.928
55,1227.234
56,1229.135
57,1234.265
58,1334.086
59,1374.169
60,1409.398
61,1414.317
62,1418.282
63,1425.441
64,1617.879
65,1624.315
66,1639.392
67,2039.927
68,2188.057
69,2204.065
70,2206.337
71,2208.280
72,2209.937
73,2211.572
74,2213.216
75,2215.289
76,2218.227
77,2221.886
78,2227.973
79,2368.212
80,2410.800
81,2415.739
82,2425.415
83,2620.749
84,2638.292
85,2943.584
86,3034.624
87,3116.622
88,3234.500
89,3482.090
90,3883.644
91,4211.553
92,4216.897
93,4227.094
94,4414.977
95,4607.461
96,5040.495
97,8212.598
98,8416.317
99,11544.401
