Percentage served,Time in ms
0,427.979
1,581.356
2,857.147
3,1086.883
4,1192.078
5,1194.511
6,1195.762
7,1196.556
8,1197.195
9,1197.780
10,1198.326
11,1198.783
12,1199.246
13,1199.617
14,1199.967
15,1200.357
16,1200.681
17,1201.020
18,1201.320
19,1201.656
20,1201.954
21,1202.300
22,1202.586
23,1202.864
24,1203.173
25,1203.454
26,1203.756
27,1204.083
28,1204.429
29,1204.737
30,1205.056
31,1205.393
32,1205.766
33,1206.114
34,1206.502
35,1206.852
36,1207.240
37,1207.687
38,1208.152
39,1208.658
40,1209.172
41,1209.750
42,1210.442
43,1211.184
44,1212.034
45,1212.933
46,1214.199
47,1215.297
48,1216.403
49,1217.704
50,1218.973
51,1220.729
52,1222.302
53,1223.800
54,1226.328
55,1229.039
56,1233.828
57,1242.398
58,1383.340
59,1404.521
60,1408.535
61,1414.326
62,1433.455
63,1609.582
64,1617.371
65,1637.468
66,1738.576
67,2020.608
68,2041.180
69,2192.913
70,2197.331
71,2199.643
72,2201.355
73,2202.994
74,2204.826
75,2206.899
76,2209.980
77,2215.324
78,2222.771
79,2398.446
80,2405.428
81,2413.311
82,2605.795
83,2617.295
84,2696.888
85,2765.641
86,2893.503
87,3024.608
88,3046.162
89,3209.045
90,3535.300
91,4194.009
92,4205.348
93,4214.417
94,4399.868
95,4612.457
96,5036.769
97,7556.092
98,8416.197
99,14532.779
