Percentage served,Time in ms
0,756.121
1,759.570
2,764.057
3,769.197
4,772.151
5,774.639
6,782.114
7,785.287
8,787.568
9,790.072
10,791.687
11,792.783
12,793.844
13,794.932
14,795.985
15,796.622
16,797.670
17,798.641
18,799.446
19,800.408
20,801.307
21,802.353
22,803.320
23,804.459
24,805.304
25,806.676
26,808.101
27,809.144
28,810.548
29,811.920
30,813.232
31,814.194
32,815.167
33,816.230
34,817.177
35,818.134
36,819.355
37,820.624
38,821.173
39,821.959
40,822.983
41,823.895
42,824.447
43,825.015
44,825.753
45,826.473
46,827.245
47,827.729
48,828.309
49,828.744
50,829.106
51,829.571
52,830.136
53,830.627
54,831.121
55,831.427
56,831.881
57,832.468
58,833.102
59,833.637
60,834.578
61,835.318
62,835.992
63,836.805
64,837.316
65,837.848
66,838.416
67,839.049
68,839.735
69,840.316
70,841.346
71,842.906
72,844.188
73,845.669
74,847.894
75,849.415
76,851.300
77,853.476
78,855.914
79,858.664
80,862.833
81,865.971
82,869.686
83,872.990
84,875.551
85,879.151
86,881.993
87,886.000
88,889.932
89,894.989
90,899.298
91,902.287
92,906.700
93,911.184
94,915.846
95,918.504
96,921.582
97,926.769
98,934.344
99,951.062
