Percentage served,Time in ms
0,748.238
1,749.879
2,750.633
3,751.030
4,751.354
5,751.674
6,751.915
7,752.142
8,752.343
9,752.505
10,752.655
11,752.788
12,752.891
13,753.008
14,753.128
15,753.318
16,753.428
17,753.592
18,753.711
19,753.884
20,754.007
21,754.121
22,754.290
23,754.398
24,754.515
25,754.664
26,754.761
27,754.900
28,755.079
29,755.203
30,755.346
31,755.444
32,755.588
33,755.712
34,755.885
35,756.000
36,756.159
37,756.342
38,756.490
39,756.606
40,756.738
41,756.905
42,757.040
43,757.199
44,757.436
45,757.674
46,757.825
47,757.988
48,758.119
49,758.306
50,758.518
51,758.635
52,758.789
53,759.014
54,759.175
55,759.329
56,759.575
57,759.735
58,759.888
59,760.079
60,760.191
61,760.462
62,760.702
63,760.958
64,761.352
65,761.532
66,761.841
67,762.091
68,762.359
69,762.623
70,762.918
71,763.151
72,763.588
73,763.980
74,764.304
75,764.824
76,765.202
77,765.648
78,766.001
79,766.547
80,767.118
81,767.897
82,768.361
83,769.036
84,769.916
85,770.818
86,771.924
87,773.552
88,775.593
89,777.387
90,780.573
91,784.015
92,786.031
93,787.588
94,790.387
95,792.485
96,797.269
97,808.463
98,1268.629
99,1272.220
