Percentage served,Time in ms
0,587.124
1,915.849
2,1086.006
3,1190.764
4,1193.678
5,1195.039
6,1196.149
7,1196.872
8,1197.521
9,1198.062
10,1198.524
11,1198.856
12,1199.196
13,1199.544
14,1199.858
15,1200.142
16,1200.438
17,1200.693
18,1200.947
19,1201.227
20,1201.470
21,1201.672
22,1201.893
23,1202.155
24,1202.385
25,1202.618
26,1202.826
27,1203.064
28,1203.301
29,1203.531
30,1203.785
31,1204.083
32,1204.386
33,1204.651
34,1204.914
35,1205.220
36,1205.491
37,1205.791
38,1206.044
39,1206.321
40,1206.626
41,1206.948
42,1207.327
43,1207.700
44,1208.181
45,1208.673
46,1209.185
47,1209.806
48,1210.433
49,1211.038
50,1211.624
51,1212.292
52,1212.868
53,1213.747
54,1214.600
55,1215.356
56,1216.158
57,1217.209
58,1218.351
59,1219.866
60,1222.558
61,1225.773
62,1231.703
63,1400.590
64,1406.250
65,1410.673
66,1419.366
67,1610.348
68,1619.230
69,1715.175
70,2029.856
71,2193.465
72,2198.095
73,2200.092
74,2201.864
75,2203.392
76,2205.250
77,2207.331
78,2210.764
79,2215.380
80,2227.031
81,2372.309
82,2403.682
83,2409.345
84,2420.976
85,2589.244
86,2615.179
87,2628.266
88,2743.856
89,3027.547
90,3190.970
91,3865.372
92,4205.906
93,4211.846
94,4406.207
95,4615.664
96,5223.103
97,8212.991
98,8420.466
99,13372.338
