Percentage served,Time in ms
0,187.793
1,472.427
2,585.215
3,645.548
4,685.152
5,711.669
6,751.098
7,817.765
8,938.133
9,1051.140
10,1135.507
11,1137.662
12,1138.515
13,1139.062
14,1139.460
15,1139.780
16,1140.017
17,1140.288
18,1140.520
19,1140.731
20,1140.935
21,1141.114
22,1141.315
23,1141.479
24,1141.667
25,1141.817
26,1141.986
27,1142.123
28,1142.270
29,1142.427
30,1142.571
31,1142.707
32,1142.821
33,1142.937
34,1143.057
35,1143.173
36,1143.280
37,1143.375
38,1143.508
39,1143.622
40,1143.722
41,1143.836
42,1143.947
43,1144.057
44,1144.150
45,1144.295
46,1144.426
47,1144.547
48,1144.640
49,1144.765
50,1144.880
51,1145.021
52,1145.176
53,1145.312
54,1145.461
55,1145.620
56,1145.758
57,1145.945
58,1146.123
59,1146.301
60,1146.481
61,1146.686
62,1146.907
63,1147.062
64,1147.233
65,1147.417
66,1147.635
67,1147.864
68,1148.088
69,1148.341
70,1148.632
71,1148.925
72,1149.303
73,1149.735
74,1150.281
75,1150.887
76,1151.474
77,1152.036
78,1152.616
79,1153.146
80,1153.626
81,1154.068
82,1154.565
83,1155.019
84,1155.535
85,1155.921
86,1156.588
87,1157.174
88,1157.817
89,1158.569
90,1159.386
91,1161.045
92,1163.435
93,1166.725
94,1171.536
95,1174.599
96,1177.966
97,1581.014
98,1675.045
99,1884.495
