Percentage served,Time in ms
0,273.682
1,620.348
2,945.745
3,1412.385
4,1781.032
5,1825.765
6,1840.884
7,1851.663
8,1858.923
9,1865.600
10,1870.777
11,1875.028
12,1879.260
13,1882.616
14,1885.827
15,1888.837
16,1891.773
17,1894.449
18,1896.749
19,1899.661
20,1901.885
21,1904.054
22,1906.353
23,1908.360
24,1910.527
25,1912.526
26,1914.597
27,1916.492
28,1918.400
29,1920.205
30,1921.914
31,1923.615
32,1925.222
33,1926.839
34,1928.293
35,1930.040
36,1931.269
37,1932.964
38,1934.853
39,1936.230
40,1937.672
41,1939.467
42,1940.750
43,1942.278
44,1943.759
45,1944.943
46,1946.563
47,1947.740
48,1949.099
49,1950.477
50,1951.875
51,1953.118
52,1954.466
53,1955.863
54,1957.301
55,1958.898
56,1960.131
57,1961.519
58,1962.926
59,1964.375
60,1966.012
61,1967.477
62,1969.256
63,1970.830
64,1972.338
65,1974.050
66,1975.669
67,1977.575
68,1978.962
69,1980.875
70,1982.475
71,1984.054
72,1985.766
73,1987.712
74,1989.690
75,1991.784
76,1993.623
77,1995.775
78,1997.850
79,2000.020
80,2001.926
81,2004.153
82,2006.959
83,2010.420
84,2014.045
85,2017.211
86,2021.713
87,2025.842
88,2030.160
89,2035.298
90,2042.549
91,2049.391
92,2059.994
93,2072.997
94,2089.325
95,2107.739
96,2126.949
97,2156.099
98,2186.388
99,2248.602
