Percentage served,Time in ms
0,156.160
1,593.407
2,1068.102
3,1435.840
4,1765.854
5,1830.311
6,1845.398
7,1856.408
8,1863.784
9,1869.150
10,1873.692
11,1877.736
12,1881.947
13,1885.587
14,1888.845
15,1891.764
16,1894.575
17,1897.060
18,1899.464
19,1901.320
20,1903.436
21,1905.470
22,1907.615
23,1909.296
24,1911.208
25,1913.118
26,1914.899
27,1916.651
28,1918.331
29,1919.971
30,1921.873
31,1923.452
32,1925.001
33,1926.645
34,1927.740
35,1929.324
36,1930.658
37,1932.047
38,1933.406
39,1935.117
40,1936.262
41,1937.610
42,1939.131
43,1940.734
44,1942.201
45,1943.582
46,1945.101
47,1946.360
48,1947.698
49,1949.108
50,1950.352
51,1951.716
52,1952.999
53,1954.428
54,1955.857
55,1957.159
56,1958.478
57,1959.798
58,1960.954
59,1962.413
60,1963.816
61,1965.260
62,1966.497
63,1968.021
64,1969.434
65,1971.120
66,1972.737
67,1974.342
68,1975.642
69,1977.086
70,1978.773
71,1980.195
72,1982.271
73,1983.912
74,1986.048
75,1987.962
76,1990.344
77,1992.659
78,1994.891
79,1997.557
80,2000.088
81,2002.749
82,2005.528
83,2008.860
84,2012.601
85,2016.457
86,2020.836
87,2025.610
88,2031.379
89,2037.498
90,2044.915
91,2053.221
92,2065.667
93,2079.604
94,2096.049
95,2114.207
96,2133.120
97,2156.791
98,2196.311
99,2263.601
