Percentage served,Time in ms
0,29.148
1,74.129
2,120.471
3,165.312
4,215.621
5,226.549
6,227.512
7,227.969
8,228.284
9,228.534
10,228.763
11,228.952
12,229.118
13,229.290
14,229.543
15,229.721
16,229.908
17,230.062
18,230.191
19,230.338
20,230.484
21,230.751
22,230.917
23,231.067
24,231.241
25,231.421
26,231.582
27,231.679
28,231.797
29,231.941
30,232.056
31,232.165
32,232.252
33,232.364
34,232.443
35,232.527
36,232.623
37,232.686
38,232.767
39,232.820
40,232.888
41,232.963
42,233.102
43,233.206
44,233.290
45,233.367
46,233.466
47,233.553
48,233.619
49,233.716
50,233.782
51,233.902
52,233.993
53,234.103
54,234.194
55,234.275
56,234.363
57,234.474
58,234.597
59,234.679
60,234.769
61,234.928
62,235.052
63,235.254
64,235.415
65,235.609
66,235.805
67,235.959
68,236.069
69,236.173
70,236.307
71,236.421
72,236.620
73,236.774
74,236.926
75,237.027
76,237.194
77,237.330
78,237.524
79,237.701
80,237.866
81,238.110
82,238.283
83,238.527
84,238.785
85,239.056
86,239.205
87,239.502
88,239.747
89,239.992
90,240.377
91,240.638
92,240.990
93,241.378
94,241.820
95,242.501
96,243.158
97,243.780
98,244.541
99,246.660
